concept_id,term,term_type,context
CF-400407,Chemical engineering,broader,Immediate ANZSRC broader research group
CF-400408,Reaction engineering (excl. nuclear reactions),search_phrase,Canonical ANZSRC field phrase
CF-400408,Chemical engineering,broader,Immediate ANZSRC broader research group
CF-400409,Separation technologies,search_phrase,Canonical ANZSRC field phrase
CF-400409,Chemical engineering,broader,Immediate ANZSRC broader research group
CF-400410,Wastewater treatment processes,search_phrase,Canonical ANZSRC field phrase
CF-400410,Chemical engineering,broader,Immediate ANZSRC broader research group
CF-400411,Water treatment processes,search_phrase,Canonical ANZSRC field phrase
CF-400411,Chemical engineering,broader,Immediate ANZSRC broader research group
CF-400499,Chemical engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-400499,Chemical engineering,broader,Immediate ANZSRC broader research group
CF-400501,Architectural engineering,search_phrase,Canonical ANZSRC field phrase
CF-400501,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400502,Civil geotechnical engineering,search_phrase,Canonical ANZSRC field phrase
CF-400502,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400503,Complex civil systems,search_phrase,Canonical ANZSRC field phrase
CF-400503,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400504,Construction engineering,search_phrase,Canonical ANZSRC field phrase
CF-400504,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400505,Construction materials,search_phrase,Canonical ANZSRC field phrase
CF-400505,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400506,Earthquake engineering,search_phrase,Canonical ANZSRC field phrase
CF-400506,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400507,Fire safety engineering,search_phrase,Canonical ANZSRC field phrase
CF-400507,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400508,Infrastructure engineering and asset management,search_phrase,Canonical ANZSRC field phrase
CF-400508,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400509,Structural dynamics,search_phrase,Canonical ANZSRC field phrase
CF-400509,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400510,Structural engineering,search_phrase,Canonical ANZSRC field phrase
CF-400510,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400511,Timber engineering,search_phrase,Canonical ANZSRC field phrase
CF-400511,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400512,Transport engineering,search_phrase,Canonical ANZSRC field phrase
CF-400512,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400513,Water resources engineering,search_phrase,Canonical ANZSRC field phrase
CF-400513,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400599,Civil engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-400599,Civil engineering,broader,Immediate ANZSRC broader research group
CF-400601,Antennas and propagation,search_phrase,Canonical ANZSRC field phrase
CF-400601,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400602,Data communications,search_phrase,Canonical ANZSRC field phrase
CF-400602,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400603,"Molecular, biological, and multi-scale communications",search_phrase,Canonical ANZSRC field phrase
CF-400603,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400604,Network engineering,search_phrase,Canonical ANZSRC field phrase
CF-400604,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400605,Optical fibre communication systems and technologies,search_phrase,Canonical ANZSRC field phrase
CF-400605,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400606,Satellite communications,search_phrase,Canonical ANZSRC field phrase
CF-400606,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400607,Signal processing,search_phrase,Canonical ANZSRC field phrase
CF-400607,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400608,Wireless communication systems and technologies (incl. microwave and millimetrewave),search_phrase,Canonical ANZSRC field phrase
CF-400608,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400699,Communications engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-400699,Communications engineering,broader,Immediate ANZSRC broader research group
CF-400701,Assistive robots and technology,search_phrase,Canonical ANZSRC field phrase
CF-400701,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400702,Automation engineering,search_phrase,Canonical ANZSRC field phrase
CF-400702,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400703,Autonomous vehicle systems,search_phrase,Canonical ANZSRC field phrase
CF-400703,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400704,Biomechatronics,search_phrase,Canonical ANZSRC field phrase
CF-400704,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400705,Control engineering,search_phrase,Canonical ANZSRC field phrase
CF-400705,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400706,Field robotics,search_phrase,Canonical ANZSRC field phrase
CF-400706,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400707,Manufacturing robotics,search_phrase,Canonical ANZSRC field phrase
CF-400707,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400708,Mechatronics hardware design and architecture,search_phrase,Canonical ANZSRC field phrase
CF-400708,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400709,Medical robotics,search_phrase,Canonical ANZSRC field phrase
CF-400709,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400710,Micro-manipulation,search_phrase,Canonical ANZSRC field phrase
CF-400710,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400711,"Simulation, modelling, and programming of mechatronics systems",search_phrase,Canonical ANZSRC field phrase
CF-400711,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400799,"Control engineering, mechatronics and robotics not elsewhere classified",search_phrase,Canonical ANZSRC field phrase
CF-400799,"Control engineering, mechatronics and robotics",broader,Immediate ANZSRC broader research group
CF-400801,Circuits and systems,search_phrase,Canonical ANZSRC field phrase
CF-400801,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400802,Electrical circuits and systems,search_phrase,Canonical ANZSRC field phrase
CF-400802,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",search_phrase,Canonical ANZSRC field phrase
CF-400803,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400804,Electrical energy storage,search_phrase,Canonical ANZSRC field phrase
CF-400804,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400805,"Electrical energy transmission, networks and systems",search_phrase,Canonical ANZSRC field phrase
CF-400805,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400806,Electrical machines and drives,search_phrase,Canonical ANZSRC field phrase
CF-400806,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400807,Engineering electromagnetics,search_phrase,Canonical ANZSRC field phrase
CF-400807,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400808,Photovoltaic power systems,search_phrase,Canonical ANZSRC field phrase
CF-400808,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400899,Electrical engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-400899,Electrical engineering,broader,Immediate ANZSRC broader research group
CF-400901,Analog electronics and interfaces,search_phrase,Canonical ANZSRC field phrase
CF-400901,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400902,Digital electronic devices,search_phrase,Canonical ANZSRC field phrase
CF-400902,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400903,Digital processor architectures,search_phrase,Canonical ANZSRC field phrase
CF-400903,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400904,"Electronic device and system performance evaluation, testing and simulation",search_phrase,Canonical ANZSRC field phrase
CF-400904,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400905,Electronic instrumentation,search_phrase,Canonical ANZSRC field phrase
CF-400905,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400906,Electronic sensors,search_phrase,Canonical ANZSRC field phrase
CF-400906,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400907,Industrial electronics,search_phrase,Canonical ANZSRC field phrase
CF-400907,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400908,Microelectronics,search_phrase,Canonical ANZSRC field phrase
CF-400908,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400909,"Photonic and electro-optical devices, sensors and systems (excl. communications)",search_phrase,Canonical ANZSRC field phrase
CF-400909,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400910,Photovoltaic devices (solar cells),search_phrase,Canonical ANZSRC field phrase
CF-400910,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400911,Power electronics,search_phrase,Canonical ANZSRC field phrase
CF-400911,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400912,Quantum engineering systems (incl. computing and communications),search_phrase,Canonical ANZSRC field phrase
CF-400912,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400913,Radio frequency engineering,search_phrase,Canonical ANZSRC field phrase
CF-400913,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-400999,"Electronics, sensors and digital hardware not elsewhere classified",search_phrase,Canonical ANZSRC field phrase
CF-400999,"Electronics, sensors and digital hardware",broader,Immediate ANZSRC broader research group
CF-401001,Engineering design,search_phrase,Canonical ANZSRC field phrase
CF-401001,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401002,Engineering education,search_phrase,Canonical ANZSRC field phrase
CF-401002,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401003,Engineering practice,search_phrase,Canonical ANZSRC field phrase
CF-401003,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401004,Humanitarian engineering,search_phrase,Canonical ANZSRC field phrase
CF-401004,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401005,Risk engineering,search_phrase,Canonical ANZSRC field phrase
CF-401005,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401006,Systems engineering,search_phrase,Canonical ANZSRC field phrase
CF-401006,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401099,Engineering practice and education not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401099,Engineering practice and education,broader,Immediate ANZSRC broader research group
CF-401101,Air pollution modelling and control,search_phrase,Canonical ANZSRC field phrase
CF-401101,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401102,Environmentally sustainable engineering,search_phrase,Canonical ANZSRC field phrase
CF-401102,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401103,Global and planetary environmental engineering,search_phrase,Canonical ANZSRC field phrase
CF-401103,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401104,Health and ecological risk assessment,search_phrase,Canonical ANZSRC field phrase
CF-401104,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401105,Life cycle assessment and industrial ecology,search_phrase,Canonical ANZSRC field phrase
CF-401105,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401106,"Waste management, reduction, reuse and recycling",search_phrase,Canonical ANZSRC field phrase
CF-401106,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401199,Environmental engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401199,Environmental engineering,broader,Immediate ANZSRC broader research group
CF-401201,Aerodynamics (excl. hypersonic aerodynamics),search_phrase,Canonical ANZSRC field phrase
CF-401201,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401202,Bio-fluids,search_phrase,Canonical ANZSRC field phrase
CF-401202,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401203,Biomedical fluid mechanics,search_phrase,Canonical ANZSRC field phrase
CF-401203,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401204,"Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)",search_phrase,Canonical ANZSRC field phrase
CF-401204,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401205,"Experimental methods in fluid flow, heat and mass transfer",search_phrase,Canonical ANZSRC field phrase
CF-401205,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401206,Fluid-structure interaction and aeroacoustics,search_phrase,Canonical ANZSRC field phrase
CF-401206,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401207,Fundamental and theoretical fluid dynamics,search_phrase,Canonical ANZSRC field phrase
CF-401207,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401208,Geophysical and environmental fluid flows,search_phrase,Canonical ANZSRC field phrase
CF-401208,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401209,Hydrodynamics and hydraulic engineering,search_phrase,Canonical ANZSRC field phrase
CF-401209,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401210,Microfluidics and nanofluidics,search_phrase,Canonical ANZSRC field phrase
CF-401210,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401211,Multiphysics flows (incl. multiphase and reacting flows),search_phrase,Canonical ANZSRC field phrase
CF-401211,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401212,Non-Newtonian fluid flows (incl. rheology),search_phrase,Canonical ANZSRC field phrase
CF-401212,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401213,Turbulent flows,search_phrase,Canonical ANZSRC field phrase
CF-401213,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401299,Fluid mechanics and thermal engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401299,Fluid mechanics and thermal engineering,broader,Immediate ANZSRC broader research group
CF-401301,Cartography and digital mapping,search_phrase,Canonical ANZSRC field phrase
CF-401301,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401302,Geospatial information systems and geospatial data modelling,search_phrase,Canonical ANZSRC field phrase
CF-401302,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401303,Navigation and position fixing,search_phrase,Canonical ANZSRC field phrase
CF-401303,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401304,Photogrammetry and remote sensing,search_phrase,Canonical ANZSRC field phrase
CF-401304,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401305,Satellite-based positioning,search_phrase,Canonical ANZSRC field phrase
CF-401305,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401306,Surveying (incl. hydrographic surveying),search_phrase,Canonical ANZSRC field phrase
CF-401306,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401399,Geomatic engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401399,Geomatic engineering,broader,Immediate ANZSRC broader research group
CF-401401,Additive manufacturing,search_phrase,Canonical ANZSRC field phrase
CF-401401,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401402,CAD/CAM systems,search_phrase,Canonical ANZSRC field phrase
CF-401402,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401403,Flexible manufacturing systems,search_phrase,Canonical ANZSRC field phrase
CF-401403,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401404,Industrial engineering,search_phrase,Canonical ANZSRC field phrase
CF-401404,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401405,Machine tools,search_phrase,Canonical ANZSRC field phrase
CF-401405,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401406,Machining,search_phrase,Canonical ANZSRC field phrase
CF-401406,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401407,Manufacturing management,search_phrase,Canonical ANZSRC field phrase
CF-401407,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401408,Manufacturing processes and technologies (excl. textiles),search_phrase,Canonical ANZSRC field phrase
CF-401408,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401409,Manufacturing safety and quality,search_phrase,Canonical ANZSRC field phrase
CF-401409,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401410,Microtechnology,search_phrase,Canonical ANZSRC field phrase
CF-401410,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401411,"Packaging, storage and transportation (excl. food and agricultural products)",search_phrase,Canonical ANZSRC field phrase
CF-401411,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401412,Precision engineering,search_phrase,Canonical ANZSRC field phrase
CF-401412,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401413,Textile technology,search_phrase,Canonical ANZSRC field phrase
CF-401413,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401499,Manufacturing engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401499,Manufacturing engineering,broader,Immediate ANZSRC broader research group
CF-401501,Marine engineering,search_phrase,Canonical ANZSRC field phrase
CF-401501,Maritime engineering,broader,Immediate ANZSRC broader research group
CF-401502,Naval architecture,search_phrase,Canonical ANZSRC field phrase
CF-401502,Maritime engineering,broader,Immediate ANZSRC broader research group
CF-401503,Ocean engineering,search_phrase,Canonical ANZSRC field phrase
CF-401503,Maritime engineering,broader,Immediate ANZSRC broader research group
CF-401504,Ship and platform structures (incl. maritime hydrodynamics),search_phrase,Canonical ANZSRC field phrase
CF-401504,Maritime engineering,broader,Immediate ANZSRC broader research group
CF-401505,Special vehicles,search_phrase,Canonical ANZSRC field phrase
CF-401505,Maritime engineering,broader,Immediate ANZSRC broader research group
CF-401599,Maritime engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401599,Maritime engineering,broader,Immediate ANZSRC broader research group
CF-401601,Ceramics,search_phrase,Canonical ANZSRC field phrase
CF-401601,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401602,Composite and hybrid materials,search_phrase,Canonical ANZSRC field phrase
CF-401602,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401603,Compound semiconductors,search_phrase,Canonical ANZSRC field phrase
CF-401603,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401604,Elemental semiconductors,search_phrase,Canonical ANZSRC field phrase
CF-401604,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401605,Functional materials,search_phrase,Canonical ANZSRC field phrase
CF-401605,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401606,Glass,search_phrase,Canonical ANZSRC field phrase
CF-401606,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401607,Metals and alloy materials,search_phrase,Canonical ANZSRC field phrase
CF-401607,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401608,Organic semiconductors,search_phrase,Canonical ANZSRC field phrase
CF-401608,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401609,Polymers and plastics,search_phrase,Canonical ANZSRC field phrase
CF-401609,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401610,"Timber, pulp and paper",search_phrase,Canonical ANZSRC field phrase
CF-401610,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401611,Wearable materials,search_phrase,Canonical ANZSRC field phrase
CF-401611,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401699,Materials engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401699,Materials engineering,broader,Immediate ANZSRC broader research group
CF-401701,Acoustics and noise control (excl. architectural acoustics),search_phrase,Canonical ANZSRC field phrase
CF-401701,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401702,"Dynamics, vibration and vibration control",search_phrase,Canonical ANZSRC field phrase
CF-401702,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401703,"Energy generation, conversion and storage (excl. chemical and electrical)",search_phrase,Canonical ANZSRC field phrase
CF-401703,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401704,Mechanical engineering asset management,search_phrase,Canonical ANZSRC field phrase
CF-401704,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401705,Microelectromechanical systems (MEMS),search_phrase,Canonical ANZSRC field phrase
CF-401705,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401706,Numerical modelling and mechanical characterisation,search_phrase,Canonical ANZSRC field phrase
CF-401706,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401707,Solid mechanics,search_phrase,Canonical ANZSRC field phrase
CF-401707,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401708,Tribology,search_phrase,Canonical ANZSRC field phrase
CF-401708,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401799,Mechanical engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401799,Mechanical engineering,broader,Immediate ANZSRC broader research group
CF-401801,Micro- and nanosystems,search_phrase,Canonical ANZSRC field phrase
CF-401801,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401802,Molecular and organic electronics,search_phrase,Canonical ANZSRC field phrase
CF-401802,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401803,Nanoelectromechanical systems,search_phrase,Canonical ANZSRC field phrase
CF-401803,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401804,Nanoelectronics,search_phrase,Canonical ANZSRC field phrase
CF-401804,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401805,"Nanofabrication, growth and self assembly",search_phrase,Canonical ANZSRC field phrase
CF-401805,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401806,Nanomanufacturing,search_phrase,Canonical ANZSRC field phrase
CF-401806,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401807,Nanomaterials,search_phrase,Canonical ANZSRC field phrase
CF-401807,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401808,Nanometrology,search_phrase,Canonical ANZSRC field phrase
CF-401808,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401809,Nanophotonics,search_phrase,Canonical ANZSRC field phrase
CF-401809,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401810,Nanoscale characterisation,search_phrase,Canonical ANZSRC field phrase
CF-401810,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401899,Nanotechnology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401899,Nanotechnology,broader,Immediate ANZSRC broader research group
CF-401901,Electrometallurgy,search_phrase,Canonical ANZSRC field phrase
CF-401901,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401902,Geomechanics and resources geotechnical engineering,search_phrase,Canonical ANZSRC field phrase
CF-401902,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401903,Hydrometallurgy,search_phrase,Canonical ANZSRC field phrase
CF-401903,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401904,Mineral processing/beneficiation,search_phrase,Canonical ANZSRC field phrase
CF-401904,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401905,Mining engineering,search_phrase,Canonical ANZSRC field phrase
CF-401905,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401906,Nuclear engineering (incl. fuel enrichment and waste processing and storage),search_phrase,Canonical ANZSRC field phrase
CF-401906,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401907,Petroleum and reservoir engineering,search_phrase,Canonical ANZSRC field phrase
CF-401907,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401908,Pyrometallurgy,search_phrase,Canonical ANZSRC field phrase
CF-401908,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-401999,Resources engineering and extractive metallurgy not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-401999,Resources engineering and extractive metallurgy,broader,Immediate ANZSRC broader research group
CF-409901,Agricultural engineering,search_phrase,Canonical ANZSRC field phrase
CF-409901,Other engineering,broader,Immediate ANZSRC broader research group
CF-409902,Engineering instrumentation,search_phrase,Canonical ANZSRC field phrase
CF-409902,Other engineering,broader,Immediate ANZSRC broader research group
CF-409903,Granular mechanics,search_phrase,Canonical ANZSRC field phrase
CF-409903,Other engineering,broader,Immediate ANZSRC broader research group
CF-409999,Other engineering not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-409999,Other engineering,broader,Immediate ANZSRC broader research group
CF-410101,Carbon sequestration science,search_phrase,Canonical ANZSRC field phrase
CF-410101,Climate change impacts and adaptation,broader,Immediate ANZSRC broader research group
CF-410102,Ecological impacts of climate change and ecological adaptation,search_phrase,Canonical ANZSRC field phrase
CF-410102,Climate change impacts and adaptation,broader,Immediate ANZSRC broader research group
CF-410103,Human impacts of climate change and human adaptation,search_phrase,Canonical ANZSRC field phrase
CF-410103,Climate change impacts and adaptation,broader,Immediate ANZSRC broader research group
CF-410199,Climate change impacts and adaptation not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-410199,Climate change impacts and adaptation,broader,Immediate ANZSRC broader research group
CF-410201,Bioavailability and ecotoxicology,search_phrase,Canonical ANZSRC field phrase
CF-410201,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410202,Biosecurity science and invasive species ecology,search_phrase,Canonical ANZSRC field phrase
CF-410202,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410203,Ecosystem function,search_phrase,Canonical ANZSRC field phrase
CF-410203,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410204,Ecosystem services (incl. pollination),search_phrase,Canonical ANZSRC field phrase
CF-410204,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410205,Fire ecology,search_phrase,Canonical ANZSRC field phrase
CF-410205,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410206,Landscape ecology,search_phrase,Canonical ANZSRC field phrase
CF-410206,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410299,Ecological applications not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-410299,Ecological applications,broader,Immediate ANZSRC broader research group
CF-410301,Biodiscovery,search_phrase,Canonical ANZSRC field phrase
CF-410301,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410302,Biological control,search_phrase,Canonical ANZSRC field phrase
CF-410302,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410303,Bioremediation,search_phrase,Canonical ANZSRC field phrase
CF-410303,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410304,Environmental biotechnology diagnostics (incl. biosensors),search_phrase,Canonical ANZSRC field phrase
CF-410304,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410305,Environmental marine biotechnology,search_phrase,Canonical ANZSRC field phrase
CF-410305,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410306,Environmental nanotechnology and nanometrology,search_phrase,Canonical ANZSRC field phrase
CF-410306,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410399,Environmental biotechnology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-410399,Environmental biotechnology,broader,Immediate ANZSRC broader research group
CF-410401,Conservation and biodiversity,search_phrase,Canonical ANZSRC field phrase
CF-410401,Environmental management,broader,Immediate ANZSRC broader research group
CF-410402,Environmental assessment and monitoring,search_phrase,Canonical ANZSRC field phrase
CF-410402,Environmental management,broader,Immediate ANZSRC broader research group
CF-410403,Environmental education and extension,search_phrase,Canonical ANZSRC field phrase
CF-410403,Environmental management,broader,Immediate ANZSRC broader research group
CF-410404,Environmental management,search_phrase,Canonical ANZSRC field phrase
CF-410404,Environmental management,broader,Immediate ANZSRC broader research group
CF-410405,Environmental rehabilitation and restoration,search_phrase,Canonical ANZSRC field phrase
CF-410405,Environmental management,broader,Immediate ANZSRC broader research group
CF-410406,Natural resource management,search_phrase,Canonical ANZSRC field phrase
CF-410406,Environmental management,broader,Immediate ANZSRC broader research group
CF-410407,Wildlife and habitat management,search_phrase,Canonical ANZSRC field phrase
CF-410407,Environmental management,broader,Immediate ANZSRC broader research group
CF-410499,Environmental management not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-410499,Environmental management,broader,Immediate ANZSRC broader research group
